inventory_id,ui_area,kind,ui_object,object_name,test_id,qualification_level,coverage_status,automation_status,manual_followup_status,rationale,evidence
action:import_master_transfer_zip,import_export,action,Import Master Transfer ZIP…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:import_metadata_from_audio_files,import_export,action,Import Metadata from Audio Files…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:import_parties_csv,import_export,action,Import Parties CSV…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:import_parties_json,import_export,action,Import Parties JSON…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:import_parties_xlsx,import_export,action,Import Parties XLSX…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:import_xlsx,import_export,action,Import XLSX…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:import_xml,import_export,action,Import XML…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:import_zip_package,import_export,action,Import ZIP Package…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:reset_saved_import_choices,import_export,action,Reset Saved Import Choices…,,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
menu:mainwindow_qmenu_14,import_export,menu,Parties,mainWindow_qMenu_14,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
menu:mainwindow_qmenu_26,import_export,menu,Import  Attach,mainWindow_qMenu_26,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
menu:mainwindow_qmenu_4,import_export,menu,Import  Exchange,mainWindow_qMenu_4,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
menu:mainwindow_qmenu_7,import_export,menu,Parties,mainWindow_qMenu_7,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
menu:mainwindow_qmenu_9,import_export,menu,Export,mainWindow_qMenu_9,UI-PQ-IMP-001,Output Qualification,covered,automated,,,"evidence.json, visual/generated_output_manifest.json"
action:application_log,logs_support,action,Application Log…,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:open_logs_folder,logs_support,action,Open Logs Folder…,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:audio,media_audio,action,Audio,,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
action:audio_file,media_audio,action,Audio File,,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
action:audio_file:50,media_audio,action,Audio File,,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
action:audio_file:66,media_audio,action,Audio File,,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
action:bulk_attach_audio_files,media_audio,action,Bulk Attach Audio Files…,,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
button:audio_file_browse_button,media_audio,button,Browse…,audio_file_browse_button,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
button:audio_file_clear_button,media_audio,button,Clear,audio_file_clear_button,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
field:audio_file_field,media_audio,field,No audio file selected,audio_file_field,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
menu:mainwindow_qmenu_27,media_audio,menu,Delivery  Conversion,mainWindow_qMenu_27,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
tab_page:adddatatabs_tab_4,media_audio,tab_page,Media,addDataTabs_tab_4,UI-PQ-MEDIA-001,Performance/Responsiveness Qualification,pending_manual,pending,codec-stable media fixture coverage pending,,deviations.csv
action:backup_database,recovery,action,Backup Database,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:quality_repair,recovery,action,Quality  Repair,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:restore_from_backup,recovery,action,Restore from Backup…,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:track_import_repair_queue,recovery,action,Track Import Repair Queue…,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
button:actionribbonbuttoncreatesnapshot,recovery,button,Create Snapshot,actionRibbonButtonCreateSnapshot,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
menu:mainwindow_qmenu_29,recovery,menu,Quality  Repair,mainWindow_qMenu_29,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:report_a_bug,reports,action,Report a Bug…,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:global_search_and_relationships,search,action,Global Search and Relationships…,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:global_search_and_relationships:218,search,action,Global Search and Relationships,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:reset_search_filter,search,action,Reset Search Filter,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
button:qt_dockwidget_closebutton:354,search,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
button:qt_dockwidget_floatbutton:353,search,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
button:search_button,search,button,Reset,search_button,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
dock:globalsearchdock,search,dock,Global Search and Relationships,globalSearchDock,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
field:search_column_combo,search,field,search_column_combo,search_column_combo,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
field:search_field,search,field,Search...,search_field,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:about_music_catalog_manager,settings_theme_help,action,About Music Catalog Manager…,,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
action:application_settings,settings_theme_help,action,Application Settings…,,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
action:export_settings,settings_theme_help,action,Export Settings…,,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
action:help,settings_theme_help,action,Help,,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
action:help_contents,settings_theme_help,action,Help Contents…,,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
action:import_settings,settings_theme_help,action,Import Settings…,,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
action:settings,settings_theme_help,action,Settings,,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
button:actionribbonbuttonsettings,settings_theme_help,button,Application Settings,actionRibbonButtonSettings,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
button:add_datahelpbutton,settings_theme_help,button,?,add_dataHelpButton,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
button:catalog_tablehelpbutton,settings_theme_help,button,?,catalog_tableHelpButton,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
button:profileshelpbutton,settings_theme_help,button,?,profilesHelpButton,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
field:generated_isrc_field,settings_theme_help,field,Auto-generation disabled until an ISRC prefix is set.,generated_isrc_field,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
menu:mainwindow_qmenu_30,settings_theme_help,menu,Settings,mainWindow_qMenu_30,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
menu:mainwindow_qmenu_32,settings_theme_help,menu,Help,mainWindow_qMenu_32,UI-PQ-SET-001,UI Reachability Qualification,covered,automated,,,"evidence.json, visual/visual_manifest.json"
action:soundcloud,soundcloud,action,SoundCloud…,,UI-PQ-SC-001,Functional Workflow Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:soundcloud_forensic_upload_copy,soundcloud,action,SoundCloud Forensic Upload Copy…,,UI-PQ-SC-001,Functional Workflow Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:new_profile,startup_profile,action,New Profile…,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:open_profile,startup_profile,action,Open Profile…,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:profile_maintenance,startup_profile,action,Profile Maintenance,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:profiles,startup_profile,action,Profiles,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:profiles:202,startup_profile,action,Profiles,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:reload_profile_list,startup_profile,action,Reload Profile List,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:remove_selected_profile,startup_profile,action,Remove Selected Profile…,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:show_profiles_ribbon,startup_profile,action,Show Profiles Ribbon,,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
button:actionribbonbuttonqualitydashboard,startup_profile,button,Data Quality Dashboard,actionRibbonButtonQualityDashboard,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
button:mainwindow_qpushbutton_1,startup_profile,button,New…,mainWindow_qPushButton_1,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
button:mainwindow_qpushbutton_2,startup_profile,button,Browse…,mainWindow_qPushButton_2,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
button:mainwindow_qpushbutton_3,startup_profile,button,Reload List,mainWindow_qPushButton_3,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
button:mainwindow_qpushbutton_4,startup_profile,button,Remove…,mainWindow_qPushButton_4,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
button:qt_toolbar_ext_button:322,startup_profile,button,qt_toolbar_ext_button,qt_toolbar_ext_button,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
field:profile_combo,startup_profile,field,profile_combo,profile_combo,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
menu:mainwindow_qmenu_2,startup_profile,menu,Profiles,mainWindow_qMenu_2,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
menu:mainwindow_qmenu_3,startup_profile,menu,Profile Maintenance,mainWindow_qMenu_3,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
toolbar:profilestoolbar,startup_profile,toolbar,Profiles,profilesToolbar,UI-PQ-SMOKE-001,UI Reachability Qualification,covered,automated,,,"evidence.json, ui_inventory.json"
action:action_ribbon,unknown,action,Action Ribbon,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:add_custom_column,unknown,action,Add Custom Column…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:add_layout,unknown,action,Add Layout,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:allow_column_reordering,unknown,action,Allow Column Reordering,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:application_storage_admin,unknown,action,Application Storage Admin…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:april,unknown,action,April,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:august,unknown,action,August,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:browse_review,unknown,action,Browse / Review,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:buma_wnr,unknown,action,BUMA Wnr.,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:buma_wnr:58,unknown,action,BUMA Wnr.,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:buma_wnr:74,unknown,action,BUMA Wnr.,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:columns,unknown,action,Columns,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:conversion,unknown,action,Conversion…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:copy,unknown,action,Copy,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:copy_with_headers,unknown,action,Copy with Headers,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:create_maintain,unknown,action,Create / Maintain,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:current_scope,unknown,action,Current Scope,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:customize_action_ribbon,unknown,action,Customize Action Ribbon…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:data_quality_dashboard,unknown,action,Data Quality Dashboard…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:december,unknown,action,December,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:delete_layout,unknown,action,Delete Layout,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:delivery_conversion,unknown,action,Delivery  Conversion,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:edit,unknown,action,Edit,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:edit_column_widths,unknown,action,Edit Column Widths,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:edit_row_heights,unknown,action,Edit Row Heights,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:edit_selected,unknown,action,Edit Selected…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:entry_date,unknown,action,Entry Date,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:entry_date:62,unknown,action,Entry Date,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:entry_date:78,unknown,action,Entry Date,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:february,unknown,action,February,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:file,unknown,action,File,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:genre,unknown,action,Genre,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:genre:64,unknown,action,Genre,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:genre:80,unknown,action,Genre,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:id,unknown,action,ID,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:id:49,unknown,action,ID,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:id:65,unknown,action,ID,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:isrc,unknown,action,ISRC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:isrc:57,unknown,action,ISRC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:isrc:73,unknown,action,ISRC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:iswc,unknown,action,ISWC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:iswc:59,unknown,action,ISWC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:iswc:75,unknown,action,ISWC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:january,unknown,action,January,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:july,unknown,action,July,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:june,unknown,action,June,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:layout,unknown,action,Layout,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:manage_custom_columns,unknown,action,Manage Custom Columns…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:march,unknown,action,March,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:may,unknown,action,May,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:metadata_standards,unknown,action,Metadata  Standards,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:november,unknown,action,November,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:october,unknown,action,October,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:open_data_folder,unknown,action,Open Data Folder…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:parties,unknown,action,Parties,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:parties:14,unknown,action,Parties,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:publish,unknown,action,Publish,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:quit,unknown,action,Quit,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:remove_custom_column,unknown,action,Remove Custom Column…,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:saved_layouts,unknown,action,Saved Layouts,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:selected_parties,unknown,action,Selected Parties,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:september,unknown,action,September,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:show_action_ribbon,unknown,action,Show Action Ribbon,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:upc,unknown,action,UPC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:upc:60,unknown,action,UPC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:upc:76,unknown,action,UPC,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:view,unknown,action,View,,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:actionribbonbuttoncustomizeactionribbon,unknown,button,Customize Action Ribbon,actionRibbonButtonCustomizeActionRibbon,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
